Data,UserID,Product,Count,Price
2024-03-26,836,potatoes,3,209
2024-03-22,460,fish,5,110
2024-09-13,702,bread,5,208
2024-11-10,943,milk,5,420
2024-06-01,572,apple,8,143
2024-07-19,330,bread,6,237
2024-10-03,109,fish,7,138
2024-01-04,903,fish,3,442
2024-03-14,988,apple,11,486
2024-08-01,981,bread,10,482
2024-11-14,157,milk,2,376
2024-05-15,505,milk,5,311
2024-09-28,944,bread,1,356
2024-01-02,498,milk,2,156
2024-08-06,365,potatoes,1,188
2024-07-04,836,bread,6,411
2024-11-04,122,potatoes,9,197
2024-05-05,100,fish,1,438
2024-08-14,819,milk,4,1
2024-04-03,464,apple,3,400
2024-11-15,554,bread,1,293
2024-08-06,702,potatoes,8,292
2024-12-28,302,potatoes,10,444
2024-12-13,616,fish,3,486
2024-07-14,969,fish,4,431
2024-01-24,300,bread,5,126
2024-01-04,109,bread,4,161
2024-08-01,400,apple,9,405
2024-01-09,673,bread,3,393
2024-05-23,226,milk,10,53
2024-07-24,921,bread,3,271
2024-05-28,484,fish,11,335
2024-04-07,978,potatoes,4,278
2024-02-12,547,potatoes,7,147
2024-01-15,668,milk,6,170
2024-07-24,556,bread,2,351
2024-12-26,317,fish,2,433
2024-09-13,156,apple,11,156
2024-03-15,827,apple,8,494
2024-12-08,618,milk,10,371
2024-01-22,201,bread,1,384
2024-09-27,435,fish,4,340
2024-01-12,529,milk,4,391
2024-09-12,135,bread,1,233
2024-04-01,115,milk,8,81
2024-02-28,504,potatoes,11,399
2024-09-16,706,milk,2,6
2024-07-19,146,fish,9,392
2024-03-11,984,apple,6,138
2024-09-03,547,apple,2,265
2024-06-11,806,milk,11,177
2024-05-19,776,apple,2,222
2024-05-16,542,milk,8,103
2024-06-26,257,milk,9,359
2024-03-21,390,milk,9,93
2024-04-28,646,bread,4,255
2024-10-05,654,milk,3,210
2024-06-27,287,potatoes,9,43
2024-09-11,624,bread,6,73
2024-09-14,282,potatoes,11,467
2024-08-22,105,milk,8,286
2024-08-25,850,milk,1,184
2024-03-04,779,potatoes,5,221
2024-10-01,560,apple,8,142
2024-10-22,515,bread,8,434
2024-06-02,436,potatoes,1,409
2024-09-01,189,milk,8,480
2024-02-11,439,apple,1,103
2024-02-10,510,milk,8,170
2024-04-26,133,fish,5,291
2024-11-03,346,apple,8,318
2024-04-19,780,potatoes,3,132
2024-12-17,395,fish,11,53
2024-03-05,847,fish,10,308
2024-06-09,299,fish,3,332
2024-02-22,792,apple,6,353
2024-04-21,179,potatoes,11,162
2024-01-06,396,apple,10,485
2024-12-21,770,potatoes,11,491
2024-04-12,798,bread,2,320
2024-03-24,681,potatoes,11,326
2024-08-07,718,milk,6,488
2024-05-09,403,fish,7,369
2024-02-09,795,fish,6,343
2024-11-12,760,apple,10,493
2024-05-02,682,apple,5,343
2024-02-09,892,fish,7,195
2024-05-20,820,bread,1,27
2024-07-28,661,milk,10,306
2024-05-12,301,fish,11,129
2024-06-03,937,bread,5,88
2024-06-25,720,potatoes,6,14
2024-03-24,116,bread,7,438
2024-04-23,232,fish,6,394
2024-08-21,835,potatoes,9,305
2024-03-16,526,potatoes,3,58
2024-06-01,973,fish,7,323
2024-11-22,259,fish,4,69
2024-02-02,116,fish,3,402
2024-05-03,132,bread,10,239
2024-11-20,759,fish,9,94
2024-12-18,717,potatoes,8,182
2024-02-21,825,fish,1,279
2024-08-01,322,potatoes,6,136
2024-08-09,783,fish,2,27
2024-08-07,438,fish,8,398
2024-11-13,744,apple,7,225
2024-01-26,587,potatoes,4,348
2024-11-19,842,fish,2,18
2024-03-28,314,bread,11,299
2024-11-22,321,fish,8,478
2024-05-27,544,bread,7,196
2024-03-08,702,fish,11,45
2024-05-27,115,fish,10,226
2024-06-22,191,milk,9,415
2024-12-11,822,milk,8,134
2024-07-04,873,bread,1,249
2024-06-24,173,fish,7,472
2024-02-24,877,fish,4,104
2024-01-20,368,potatoes,11,376
2024-11-13,751,potatoes,2,132
2024-12-11,801,milk,11,266
2024-03-04,454,bread,4,309
2024-02-04,351,apple,7,207
2024-03-24,672,potatoes,5,336
2024-08-20,929,apple,11,51
2024-01-03,287,fish,4,169
2024-11-19,242,milk,5,210
2024-07-13,525,milk,10,45
2024-11-02,439,potatoes,11,16
2024-06-23,617,potatoes,9,23
2024-12-12,959,apple,7,152
2024-03-24,195,apple,11,327
2024-03-08,486,bread,4,317
2024-05-08,877,potatoes,2,353
2024-02-16,874,potatoes,6,324
2024-06-20,305,bread,9,102
2024-12-09,406,fish,5,117
2024-05-12,268,fish,9,452
2024-03-22,809,bread,10,213
2024-12-17,888,fish,3,363
2024-01-20,919,potatoes,2,278
2024-12-10,984,potatoes,5,402
2024-01-16,989,fish,2,266
2024-04-19,869,potatoes,4,261
2024-01-05,253,milk,3,293
2024-06-20,393,bread,3,53
2024-03-03,451,fish,4,319
2024-01-27,215,potatoes,7,333
2024-02-22,890,apple,9,142
2024-02-19,556,potatoes,10,83
2024-11-28,498,bread,1,377
2024-02-27,427,apple,2,209
2024-04-26,671,apple,11,225
2024-08-06,617,milk,11,230
2024-01-13,171,fish,6,181
2024-03-01,400,fish,10,177
2024-01-07,562,apple,3,373
2024-01-02,613,bread,4,127
2024-01-28,762,potatoes,3,80
2024-01-08,430,bread,6,96
2024-11-10,724,bread,2,3
2024-11-03,905,bread,2,33
2024-07-01,682,potatoes,8,165
2024-08-14,628,potatoes,4,385
2024-12-08,772,milk,5,1
2024-06-07,183,bread,7,334
2024-09-07,945,bread,2,466
2024-10-16,257,fish,11,185
2024-10-14,659,apple,5,341
2024-07-26,871,milk,7,156
2024-07-10,799,fish,5,181
2024-11-09,853,potatoes,6,197
2024-01-09,591,milk,6,62
2024-10-05,819,milk,7,439
2024-02-27,686,milk,8,294
2024-11-13,492,bread,9,456
2024-08-07,987,bread,5,64
2024-02-25,155,milk,7,297
2024-11-27,200,potatoes,3,128
2024-12-08,107,bread,8,364
2024-01-01,923,milk,8,31
2024-07-19,633,apple,3,100
2024-04-14,696,fish,1,256
2024-01-12,343,apple,9,143
2024-05-08,853,potatoes,6,164
2024-06-08,878,apple,1,155
2024-02-17,284,apple,5,445
2024-08-27,896,apple,10,471
2024-08-15,240,milk,5,450
2024-08-28,524,bread,3,432
2024-04-14,928,bread,7,151
2024-03-18,285,potatoes,1,40
2024-10-14,392,apple,2,66
2024-02-06,445,bread,5,262
2024-06-22,844,bread,1,357
2024-02-15,658,milk,5,442
2024-12-26,653,potatoes,7,462
2024-12-09,743,fish,1,385
2024-04-26,959,fish,1,314
2024-01-06,215,potatoes,2,424
2024-12-13,397,milk,10,404
2024-03-15,693,apple,11,150
2024-06-13,574,milk,1,222
2024-08-12,998,bread,8,395
2024-11-17,492,apple,7,131
2024-04-06,165,fish,1,139
2024-02-26,590,apple,9,155
2024-04-05,918,apple,9,187
2024-06-03,724,milk,5,59
2024-01-25,882,potatoes,5,359
2024-07-05,518,bread,11,139
2024-08-25,537,bread,11,210
2024-08-12,189,milk,5,135
2024-01-18,366,milk,2,244
2024-07-18,213,apple,3,152
2024-12-07,873,potatoes,1,133
2024-05-09,724,apple,7,440
2024-06-05,296,bread,10,318
2024-06-04,527,fish,9,135
2024-05-07,217,apple,5,175
2024-11-22,773,milk,5,204
2024-11-12,521,apple,2,390
2024-02-17,318,apple,6,495
2024-03-18,560,fish,9,302
2024-11-03,291,apple,11,438
2024-08-22,328,apple,5,173
2024-02-15,866,milk,11,213
2024-08-02,893,bread,1,336
2024-10-14,158,milk,4,357
2024-04-07,554,apple,2,360
2024-12-26,837,bread,8,443
2024-03-11,805,bread,7,150
2024-09-07,584,fish,6,280
2024-12-15,769,potatoes,5,218
2024-04-16,311,fish,1,316
2024-07-20,979,apple,11,89
2024-10-07,170,potatoes,6,258
2024-12-26,751,apple,2,438
2024-07-21,342,potatoes,11,103
2024-11-07,625,apple,8,276
2024-03-12,150,milk,10,450
2024-12-16,897,milk,7,181
2024-08-01,157,apple,5,404
2024-03-19,426,milk,3,359
2024-03-04,433,fish,4,165
2024-08-27,652,fish,2,96
2024-01-22,452,fish,11,378
2024-06-14,929,milk,11,449
2024-01-06,895,bread,9,45
2024-04-15,581,bread,11,168
2024-01-19,477,bread,9,460
2024-02-06,109,potatoes,3,380
2024-07-03,814,apple,10,177
2024-05-26,991,bread,7,423
2024-08-02,515,milk,8,299
2024-09-05,814,apple,6,30
2024-02-07,712,milk,5,192
2024-10-18,466,bread,11,494
2024-07-06,922,apple,7,45
2024-07-25,858,fish,3,438
2024-11-09,552,potatoes,4,205
2024-03-04,181,fish,8,483
2024-05-18,268,milk,11,304
2024-06-26,553,potatoes,10,494
2024-05-01,948,apple,9,79
2024-12-19,114,fish,6,431
2024-12-11,745,apple,6,60
2024-04-05,987,fish,2,330
2024-03-18,385,apple,2,122
2024-02-20,894,bread,11,70
2024-10-26,176,potatoes,5,377
2024-01-24,704,apple,11,233
2024-04-28,273,potatoes,7,24
2024-01-13,560,fish,10,66
2024-07-15,901,apple,3,147
2024-01-10,532,milk,10,202
2024-05-04,410,potatoes,2,76
2024-06-25,978,milk,4,269
2024-03-27,845,potatoes,1,399
2024-06-07,143,fish,3,168
2024-06-26,745,potatoes,10,174
2024-02-24,864,milk,7,4
2024-08-23,337,potatoes,11,237
2024-12-05,588,potatoes,9,390
2024-09-22,550,potatoes,7,149
2024-01-16,518,milk,4,66
2024-03-27,626,potatoes,1,161
2024-04-09,406,fish,11,30
2024-07-22,767,milk,8,31
2024-02-02,657,bread,1,27
2024-11-16,708,bread,11,489
2024-11-16,704,potatoes,10,451
2024-11-19,644,milk,7,359
2024-12-12,848,apple,10,233
2024-12-05,303,bread,5,344
2024-03-20,778,milk,9,76
2024-11-05,460,bread,4,487
2024-12-10,791,milk,3,50
2024-03-16,694,fish,3,262
2024-04-26,242,potatoes,2,183
2024-07-03,441,potatoes,2,21
